taxid	lineage	name	rank	SRR15720303	SRR15720304	SRR15720305	SRR15720306	SRR15720307	SRR15720308	SRR15720309	SRR15720310	SRR15720311	SRR15720312	SRR15720313	SRR15720314	SRR15720315	SRR15720316	SRR15720317	SRR15720318	SRR15720319	SRR15720320	SRR15720321	SRR15720322
3795	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Paenarthrobacter;genus;	Paenarthrobacter	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
194	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Citricoccus;genus;	Citricoccus	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Arthrobacter;genus;	Arthrobacter	genus	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
197	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Nesterenkonia;genus;	Nesterenkonia	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
114	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Dermabacteraceae;family;	Dermabacteraceae	family	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Dermabacteraceae;family;Brachybacterium;genus;	Brachybacterium	genus	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;	Microbacteriaceae	family	8	5	1	0	16	4	1	1	3	1	2	2	0	0	0	0	3	0	1	0
-155	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;unclassified_Microbacteriaceae;;	unclassified_Microbacteriaceae		8	4	0	0	13	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0
173	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;Leucobacter;genus;	Leucobacter	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
168	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;Herbiconiux;genus;	Herbiconiux	genus	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;Clavibacter;genus;	Clavibacter	genus	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;Microcella;genus;	Microcella	genus	0	0	0	0	0	0	0	1	3	1	1	2	0	0	0	0	0	0	0	0
175	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Microbacteriaceae;family;Microbacterium;genus;	Microbacterium	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
132	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;	Intrasporangiaceae	family	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
-133	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;unclassified_Intrasporangiaceae;;	unclassified_Intrasporangiaceae		1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;Janibacter;genus;	Janibacter	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Intrasporangiaceae;family;Ornithinimicrobium;genus;	Ornithinimicrobium	genus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
106	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Cellulomonadaceae;family;	Cellulomonadaceae	family	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	32	0	0	0
-107	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Cellulomonadaceae;family;unclassified_Cellulomonadaceae;;	unclassified_Cellulomonadaceae		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
108	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Cellulomonadaceae;family;Cellulomonas;genus;	Cellulomonas	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Cellulomonadaceae;family;Actinotalea;genus;	Actinotalea	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	31	0	0	0
204	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Promicromonosporaceae;family;	Promicromonosporaceae	family	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Promicromonosporaceae;family;Cellulosimicrobium;genus;	Cellulosimicrobium	genus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Brevibacteriaceae;family;	Brevibacteriaceae	family	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
105	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Brevibacteriaceae;family;Brevibacterium;genus;	Brevibacterium	genus	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
-96	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;unclassified_Micrococcales;;	unclassified_Micrococcales		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3830	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;	Mycobacteriales	order	120	76	1	1	7	42	6	15	54	38	106	49	12	8	14	7	9	5	11	0
36	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Corynebacteriaceae;family;	Corynebacteriaceae	family	108	0	0	1	0	33	2	0	1	4	0	0	11	0	0	0	1	0	0	0
39	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Corynebacteriaceae;family;Corynebacterium;genus;	Corynebacterium	genus	108	0	0	1	0	33	2	0	1	4	0	0	11	0	0	0	1	0	0	0
49	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Nocardiaceae;family;	Nocardiaceae	family	4	49	1	0	6	2	3	0	0	0	0	0	0	1	0	0	0	5	1	0
54	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Nocardiaceae;family;Rhodococcus;genus;	Rhodococcus	genus	4	7	1	0	6	2	3	0	0	0	0	0	0	1	0	0	0	5	1	0
53	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Nocardiaceae;family;Nocardia;genus;	Nocardia	genus	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3832	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Lawsonellaceae;family;	Lawsonellaceae	family	3	0	0	0	0	7	1	0	0	0	0	1	1	0	0	0	0	0	0	0
3833	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Lawsonellaceae;family;Lawsonella;genus;	Lawsonella	genus	3	0	0	0	0	7	1	0	0	0	0	1	1	0	0	0	0	0	0	0
46	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Mycobacteriaceae;family;	Mycobacteriaceae	family	4	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
48	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Mycobacteriaceae;family;Mycobacterium;genus;	Mycobacterium	genus	4	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
41	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Dietziaceae;family;	Dietziaceae	family	1	24	0	0	0	0	0	15	52	34	106	48	0	7	14	7	8	0	8	0
42	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Dietziaceae;family;Dietzia;genus;	Dietzia	genus	1	24	0	0	0	0	0	15	52	34	106	48	0	7	14	7	8	0	8	0
80	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Glycomycetales;order;	Glycomycetales	order	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Glycomycetales;order;Glycomycetaceae;family;	Glycomycetaceae	family	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Glycomycetales;order;Glycomycetaceae;family;Glycomyces;genus;	Glycomyces	genus	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;	Propionibacteriales	order	8	1	0	0	3	11	3	0	3	1	0	0	0	0	0	0	0	0	0	0
264	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;	Propionibacteriaceae	family	8	0	0	0	0	8	1	0	1	1	0	0	0	0	0	0	0	0	0	0
3847	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;Cutibacterium;genus;	Cutibacterium	genus	8	0	0	0	0	8	1	0	1	1	0	0	0	0	0	0	0	0	0	0
255	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;	Nocardioidaceae	family	0	1	0	0	3	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0
257	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;Aeromicrobium;genus;	Aeromicrobium	genus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;Nocardioides;genus;	Nocardioides	genus	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
-256	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;unclassified_Nocardioidaceae;;	unclassified_Nocardioidaceae		0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;	Actinomycetales	order	2	1	0	0	0	3	0	0	4	0	0	1	6	0	1	0	0	0	0	0
19	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;	Actinomycetaceae	family	2	1	0	0	0	3	0	0	4	0	0	1	6	0	1	0	0	0	0	0
21	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;Actinomyces;genus;	Actinomyces	genus	1	0	0	0	0	1	0	0	4	0	0	0	6	0	0	0	0	0	0	0
4357	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;Schaalia;genus;	Schaalia	genus	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3106	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;Flaviflexus;genus;	Flaviflexus	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
-20	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;unclassified_Actinomycetaceae;;	unclassified_Actinomycetaceae		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3821	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;	Geodermatophilales	order	7	0	0	0	2	15	10	0	0	1	0	0	0	0	0	0	1	3	0	0
70	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;	Geodermatophilaceae	family	7	0	0	0	2	15	10	0	0	1	0	0	0	0	0	0	1	3	0	0
73	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;Modestobacter;genus;	Modestobacter	genus	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;Blastococcus;genus;	Blastococcus	genus	0	0	0	0	1	15	6	0	0	0	0	0	0	0	0	0	1	3	0	0
3823	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;Klenkia;genus;	Klenkia	genus	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
-71	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Geodermatophilales;order;Geodermatophilaceae;family;unclassified_Geodermatophilaceae;;	unclassified_Geodermatophilaceae		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
222	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;	Micromonosporales	order	0	4	0	0	0	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0
223	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;	Micromonosporaceae	family	0	4	0	0	0	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0
241	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Micromonospora;genus;	Micromonospora	genus	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-224	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;unclassified_Micromonosporaceae;;	unclassified_Micromonosporaceae		0	0	0	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0
280	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;	Pseudonocardiales	order	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
281	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;	Pseudonocardiaceae	family	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
302	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;Pseudonocardia;genus;	Pseudonocardia	genus	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3835	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;	Streptomycetales	order	0	0	0	0	3	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0
313	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;Streptomycetaceae;family;	Streptomycetaceae	family	0	0	0	0	3	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0
322	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;Streptomycetaceae;family;Streptomyces;genus;	Streptomyces	genus	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
321	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptomycetales;order;Streptomycetaceae;family;Streptacidiphilus;genus;	Streptacidiphilus	genus	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
324	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;	Streptosporangiales	order	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Streptosporangiaceae;family;	Streptosporangiaceae	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Streptosporangiales;order;Streptosporangiaceae;family;Streptosporangium;genus;	Streptosporangium	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;	Bifidobacteriales	order	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
354	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;	Bifidobacteriaceae	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
358	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;Gardnerella;genus;	Gardnerella	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
357	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;Bifidobacterium;genus;	Bifidobacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
3815	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;	Kineosporiales	order	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;Kineosporiaceae;family;	Kineosporiaceae	family	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2925	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;Kineosporiaceae;family;Pseudokineococcus;genus;	Pseudokineococcus	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-91	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Kineosporiales;order;Kineosporiaceae;family;unclassified_Kineosporiaceae;;	unclassified_Kineosporiaceae		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3818	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Frankiales;order;	Frankiales	order	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Frankiales;order;Frankiaceae;family;	Frankiaceae	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3104	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Frankiales;order;Frankiaceae;family;Jatrophihabitans;genus;	Jatrophihabitans	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;unclassified_Actinobacteria;;	unclassified_Actinobacteria		0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	3	0	0
3817	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Nakamurellales;order;	Nakamurellales	order	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
74	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Nakamurellales;order;Nakamurellaceae;family;	Nakamurellaceae	family	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
76	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Nakamurellales;order;Nakamurellaceae;family;Nakamurella;genus;	Nakamurella	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;	Acidimicrobiia	class	21	0	0	0	4	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0
5	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;	Acidimicrobiales	order	21	0	0	0	4	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0
-6	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;unclassified_Acidimicrobiales;;	unclassified_Acidimicrobiales		21	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;	Iamiaceae	family	0	0	0	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
3102	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;Aquihabitans;genus;	Aquihabitans	genus	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
-13	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;unclassified_Iamiaceae;;	unclassified_Iamiaceae		0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3857	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;Actinomarinicola;genus;	Actinomarinicola	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;	Coriobacteriia	class	2	0	0	0	0	1	0	8	1	0	0	0	31	0	2	1	11	0	2	0
-363	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;unclassified_Coriobacteriia;;	unclassified_Coriobacteriia		2	0	0	0	0	0	0	7	1	0	0	0	30	0	2	0	11	0	2	0
3889	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;	Eggerthellales	order	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3890	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;	Eggerthellaceae	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
-3891	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;unclassified_Eggerthellaceae;;	unclassified_Eggerthellaceae		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Slackia;genus;	Slackia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
363	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;	Coriobacteriales	order	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
3883	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;	Atopobiaceae	family	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
-3884	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;unclassified_Atopobiaceae;;	unclassified_Atopobiaceae		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
-364	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;unclassified_Coriobacteriales;;	unclassified_Coriobacteriales		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
-3	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;unclassified_Actinobacteria;;	unclassified_Actinobacteria		12	1	0	0	1	8	0	9	9	0	0	0	5	4	11	2	9	0	11	0
2776	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;	Thermoleophilia	class	0	2	0	6	1	4	3	1	0	1	0	1	0	0	0	2	2	0	1	0
391	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;	Solirubrobacterales	order	0	2	0	6	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3880	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Baekduiaceae;family;	Baekduiaceae	family	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3881	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Baekduiaceae;family;Baekduia;genus;	Baekduia	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-392	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;unclassified_Solirubrobacterales;;	unclassified_Solirubrobacterales		0	1	0	6	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
396	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Solirubrobacteraceae;family;	Solirubrobacteraceae	family	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
397	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Solirubrobacteraceae;family;Solirubrobacter;genus;	Solirubrobacter	genus	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
392	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Conexibacteraceae;family;	Conexibacteraceae	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
