accession,length,ZC
IPI00872470,328,-0.1314
IPI00872482,184,-0.0561
IPI00872511,44,-0.471
IPI00872539,559,-0.1764
IPI00872578,151,-0.2063
IPI00872612,31,-0.2378
IPI00872613,122,-0.2389
IPI00872642,304,-0.2063
IPI00872724,1078,-0.205
IPI00872737,142,-0.0884
IPI00872805,416,-0.1356
IPI00872856,33,-0.2959
IPI00872859,348,-0.172
IPI00872862,78,-0.1519
IPI00872893,1053,-0.1341
IPI00872988,474,-0.1333
IPI00872998,530,-0.2244
IPI00873004,96,-0.2701
IPI00873112,285,-0.1109
IPI00873145,42,-0.3216
IPI00873197,33,-0.5
IPI00873206,349,-0.1002
IPI00873234,47,-0.3551
IPI00873236,513,-0.1924
IPI00873243,802,-0.1455
IPI00873253,252,-0.2091
IPI00873337,31,-0.2286
IPI00873375,283,-0.1858
IPI00873394,585,-0.073
IPI00873455,606,-0.1459
IPI00873497,28,-0.2767
IPI00873528,74,-0.2199
IPI00873547,50,-0.3463
IPI00873563,62,-0.1384
IPI00873576,581,-0.1827
IPI00873632,213,-0.1021
IPI00873668,364,-0.0525
IPI00873676,119,-0.1612
IPI00873686,288,-0.1748
IPI00873714,540,-0.1008
IPI00873748,158,-0.1875
IPI00873771,731,-0.1835
IPI00873806,285,-0.1246
IPI00873840,177,-0.1048
IPI00873890,270,-0.2067
IPI00873896,290,-0.174
IPI00873940,515,-0.1166
IPI00873941,100,-0.3047
IPI00873958,92,-0.1447
IPI00873960,1650,-0.1079
IPI00873964,3022,-0.1547
IPI00874024,360,-0.0883
IPI00874104,244,-0.1805
IPI00874149,507,-0.2624
IPI00874211,131,-0.2689
IPI00874212,247,-0.1405
IPI00874235,317,-0.1427
IPI00874282,5541,0.043
IPI00876852,119,-0.203
IPI00876941,217,-0.2351
IPI00877017,161,-0.1217
IPI00877087,706,-0.2142
IPI00877623,4592,-0.075
IPI00877669,116,-0.3613
IPI00877687,59,-0.3766
IPI00877694,122,-0.1308
IPI00877723,138,-0.2873
IPI00877742,115,-0.0732
IPI00877821,267,-0.4438
IPI00877877,349,-0.0986
IPI00877919,137,-0.3274
IPI00877968,282,-0.2814
IPI00877969,580,-0.1754
IPI00877987,435,-0.2758
IPI00878032,100,-0.2473
IPI00878060,59,-0.2081
IPI00878089,139,-0.3178
IPI00878109,64,-0.408
IPI00878169,28,-0.144
IPI00878214,112,-0.1947
IPI00878229,94,-0.2274
IPI00878271,177,-0.0708
IPI00878318,161,-0.1752
IPI00878352,257,-0.1873
IPI00878384,626,-0.1826
IPI00878391,110,-0.1495
IPI00878421,360,-0.1871
IPI00878464,342,-0.2205
IPI00878471,30,-0.6275
IPI00878516,129,-0.2073
IPI00878560,72,-0.2865
IPI00878571,84,-0.3288
IPI00878602,133,-0.2118
IPI00878618,88,-0.2511
IPI00878631,116,-0.3389
IPI00878656,117,-0.2122
IPI00878663,63,-0.1411
IPI00878671,76,-0.292
IPI00878697,738,-0.0709
IPI00878752,173,-0.3087
IPI00878789,125,-0.2069
IPI00878951,141,-0.1301
IPI00878958,95,-0.3216
IPI00879000,1172,-0.2489
IPI00879030,287,-0.1185
IPI00879094,87,-0.211
IPI00879117,34,-0.201
IPI00879133,123,-0.2405
IPI00879188,70,-0.3951
IPI00879195,190,-0.207
IPI00879223,67,-0.1868
IPI00879228,857,-0.2085
IPI00879232,56,-0.2508
IPI00879252,164,-0.1007
IPI00879305,80,-0.2715
IPI00879324,110,-0.377
IPI00879334,287,-0.1719
IPI00879415,354,-0.1877
IPI00879470,231,-0.0661
IPI00879498,181,-0.0551
IPI00879529,43,-0.21
IPI00879530,56,-0.1805
IPI00879633,85,-0.3341
IPI00879684,75,-0.1481
IPI00879714,69,-0.3242
IPI00879796,122,-0.0787
IPI00879813,143,-0.2169
IPI00879821,125,-0.1289
IPI00879842,55,-0.3854
IPI00879868,48,-0.239
IPI00879954,72,-0.2632
IPI00879990,111,-0.2082
IPI00880029,108,-0.1867
IPI00880049,92,-0.225
IPI00880153,427,-0.213
IPI00880177,42,-0.3863
IPI00880178,269,-0.0725
IPI00880194,131,-0.2719
IPI00883608,54,-0.4013
IPI00883618,519,-0.1706
IPI00883652,284,-0.2497
IPI00883681,136,-0.3338
IPI00883686,144,-0.073
IPI00883688,29,-0.4242
IPI00883696,63,-0.2985
IPI00883705,91,-0.2757
IPI00883706,190,-0.1835
IPI00883784,84,-0.2515
IPI00883785,292,-0.197
IPI00883830,214,0.0191
IPI00883833,114,-0.1588
IPI00883839,65,-0.2748
IPI00883848,112,-0.1476
IPI00883862,91,-0.2762
IPI00883906,74,-0.3687
IPI00883919,127,-0.1471
IPI00883927,277,-0.0114
IPI00883930,539,-0.1157
IPI00883949,83,-0.3014
IPI00883964,50,-0.3277
IPI00883971,114,-0.2248
IPI00883975,73,-0.2394
IPI00883992,111,-0.2627
IPI00883998,88,-0.193
IPI00884011,80,-0.2552
IPI00884064,126,-0.2041
IPI00884076,112,-0.2049
IPI00884079,85,-0.1739
IPI00884095,136,-0.3793
IPI00884118,94,-0.1264
IPI00884133,166,-0.1489
IPI00884166,43,-0.2273
IPI00884232,303,-0.2334
IPI00884251,170,-0.2419
IPI00884258,139,-0.269
IPI00884270,67,-0.3596
IPI00884274,609,-0.0712
IPI00884284,79,-0.3295
IPI00884291,124,-0.2496
IPI00884345,96,-0.128
IPI00884354,115,-0.1374
IPI00884370,116,-0.1533
IPI00884385,81,-0.4197
IPI00884390,44,-0.3675
IPI00884411,51,-0.1717
IPI00884445,49,-0.2656
IPI00884449,111,-0.2912
